time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-04-22T16:06:30.739Z,23.7223,121.5746,8.641,4.5,mb,49,85,0.415,0.85,us,us6000muyd,2024-07-02T22:12:33.040Z,"28 km S of Hualien City, Taiwan",earthquake,2.16,5.133,0.104,27,reviewed,us,us
2024-04-22T16:33:04.851Z,23.8,121.6418,29.521,4.1,mwr,75,80,0.514,0.71,us,us6000mszm,2024-07-02T22:12:51.040Z,"19 km S of Hualien City, Taiwan",earthquake,3.76,4.388,0.063,24,reviewed,us,us
2024-04-22T16:45:24.620Z,23.7696,121.6489,10,4,mwr,52,81,0.495,0.67,us,us6000mszu,2024-07-02T22:12:54.040Z,"23 km S of Hualien City, Taiwan",earthquake,2.86,1.884,0.068,21,reviewed,us,us
2024-04-22T17:40:24.854Z,23.757,121.5757,13.842,4.4,mwr,49,81,0.444,0.76,us,us6000mt0g,2024-07-02T22:12:36.040Z,"24 km S of Hualien City, Taiwan",earthquake,2.79,4.322,0.075,17,reviewed,us,us
2024-04-22T17:41:09.158Z,23.759,121.5045,10,4.3,mb,31,87,0.411,0.56,us,us6000mt0h,2024-07-02T22:12:43.040Z,"26 km SSW of Hualien City, Taiwan",earthquake,2.68,1.915,0.132,16,reviewed,us,us
2024-04-22T18:26:52.852Z,23.7141,121.6599,9,6.1,mww,119,35,0.462,0.76,us,us6000mt0r,2024-07-02T22:12:10.040Z,"29 km S of Hualien City, Taiwan",earthquake,2.91,1.823,0.059,28,reviewed,us,us
2024-04-22T18:31:07.939Z,23.7283,121.6169,10,4.8,mb,51,82,0.445,0.68,us,us6000muyl,2024-07-02T22:12:21.040Z,"27 km S of Hualien City, Taiwan",earthquake,2.75,1.876,0.092,37,reviewed,us,us
2024-04-22T18:31:49.658Z,23.81,121.5981,13.015,4.5,mb,21,132,0.499,0.63,us,us6000muz0,2024-07-02T22:12:33.040Z,"18 km S of Hualien City, Taiwan",earthquake,2.15,4.687,0.171,10,reviewed,us,us
2024-04-22T18:32:48.439Z,23.8586,121.5662,10,6.1,mww,120,22,0.526,0.65,us,us6000mt0s,2024-07-02T22:12:10.040Z,"13 km SSW of Hualien City, Taiwan",earthquake,2.83,1.821,0.065,23,reviewed,us,us
2024-04-22T18:39:45.339Z,23.7643,121.603,13.111,4.4,mb,37,87,0.464,0.77,us,us6000mt0w,2024-07-02T22:12:37.040Z,"23 km S of Hualien City, Taiwan",earthquake,2.69,5.138,0.123,19,reviewed,us,us
2024-04-22T18:43:23.337Z,23.6958,121.5071,18.778,4.2,mb,28,112,0.358,0.54,us,us6000muyf,2024-07-02T22:12:49.040Z,"32 km SSW of Hualien City, Taiwan",earthquake,2.76,4.778,0.136,15,reviewed,us,us
2024-04-22T18:44:22.698Z,23.8399,121.6026,12.745,4.3,mb,29,99,0.526,0.85,us,us6000muyg,2024-07-02T22:12:44.040Z,"15 km S of Hualien City, Taiwan",earthquake,2.68,4.794,0.154,12,reviewed,us,us
2024-04-22T19:00:15.652Z,23.7966,121.6724,11.867,4.2,mb,36,87,0.529,0.71,us,us6000muy5,2024-07-02T22:12:49.040Z,"21 km SSE of Hualien City, Taiwan",earthquake,2.2,3.182,0.122,19,reviewed,us,us
2024-04-22T19:13:40.398Z,23.8352,121.5874,11.772,4.6,mb,56,79,0.515,0.66,us,us6000mt11,2024-07-02T22:12:25.040Z,"15 km S of Hualien City, Taiwan",earthquake,3.21,4.303,0.068,64,reviewed,us,us
2024-04-22T19:19:53.318Z,23.7865,121.6574,8.683,5,mb,78,80,0.513,0.61,us,us6000mt18,2024-07-02T22:12:17.040Z,"21 km SSE of Hualien City, Taiwan",earthquake,3.27,4.229,0.045,155,reviewed,us,us
2024-04-22T19:25:58.153Z,23.8644,121.6955,11.257,4.6,mb,51,85,0.595,0.89,us,us6000muy7,2024-07-02T22:12:28.040Z,"15 km SE of Hualien City, Taiwan",earthquake,3.15,4.78,0.068,65,reviewed,us,us
2024-04-22T19:28:33.099Z,23.7498,121.509,16.307,4.9,mb,66,80,0.405,0.54,us,us6000mt1a,2024-07-02T22:12:18.040Z,"26 km SSW of Hualien City, Taiwan",earthquake,3.44,2.797,0.052,118,reviewed,us,us
2024-04-22T19:32:01.688Z,23.7833,121.6348,8.548,4.5,mb,43,81,0.497,0.72,us,us6000muy9,2024-07-02T22:12:33.040Z,"21 km S of Hualien City, Taiwan",earthquake,2.78,3.447,0.078,49,reviewed,us,us
2024-04-22T19:34:05.888Z,23.8144,121.5538,15.828,4.9,mb,62,93,0.481,0.73,us,us6000mt1b,2024-07-02T22:12:18.040Z,"18 km SSW of Hualien City, Taiwan",earthquake,4.26,4.74,0.054,107,reviewed,us,us
2024-04-22T20:03:06.819Z,23.7626,121.6869,8.839,5.2,mb,78,81,0.513,0.48,us,us6000mt1g,2024-07-02T22:12:14.040Z,"25 km SSE of Hualien City, Taiwan",earthquake,3.26,1.93,0.043,180,reviewed,us,us
2024-04-22T20:07:03.691Z,23.8402,121.5935,21.514,4.3,mb,36,75,0.522,0.77,us,us6000muym,2024-07-02T22:12:44.040Z,"15 km S of Hualien City, Taiwan",earthquake,4.2,6.041,0.119,20,reviewed,us,us
2024-04-22T20:49:57.856Z,23.6539,121.6164,17,5.5,mww,115,67,0.392,0.67,us,us6000mt1n,2024-10-09T08:29:19.633Z,"35 km S of Hualien City, Taiwan",earthquake,3.79,1.757,0.052,36,reviewed,us,us
2024-04-22T20:52:56.381Z,23.774,121.5625,16.114,4.9,mb,58,80,0.451,0.71,us,us6000muyn,2024-07-02T22:12:19.040Z,"22 km S of Hualien City, Taiwan",earthquake,3.6,4.434,0.092,37,reviewed,us,us
2024-04-22T21:01:58.503Z,23.7112,121.5739,10.795,4.5,mb,58,81,0.406,0.62,us,us6000muyj,2024-07-02T22:12:33.040Z,"29 km S of Hualien City, Taiwan",earthquake,3.63,5.116,0.091,36,reviewed,us,us
2024-04-22T21:04:21.907Z,23.6611,121.592,5.83,5.4,mww,223,35,0.38,0.63,us,us6000mt1q,2024-10-09T04:59:02.304Z,"35 km S of Hualien City, Taiwan",earthquake,5.92,3.197,0.061,26,reviewed,us,us
2024-04-22T21:11:00.803Z,23.7405,121.5902,11.637,4.9,mwr,81,73,0.439,0.62,us,us6000mt1t,2024-07-02T22:12:18.040Z,"26 km S of Hualien City, Taiwan",earthquake,3.91,2.782,0.078,16,reviewed,us,us
2024-04-22T21:14:46.776Z,23.7256,121.5604,14.522,4.8,mwr,118,57,0.41,0.4,us,us6000mt1u,2024-07-02T22:12:20.040Z,"28 km S of Hualien City, Taiwan",earthquake,5.88,4.346,0.073,18,reviewed,us,us
2024-04-22T21:19:35.721Z,23.7371,121.6109,9.426,5.3,mww,183,44,0.448,0.48,us,us6000mt1x,2024-07-02T22:12:12.040Z,"26 km S of Hualien City, Taiwan",earthquake,4.56,3.87,0.063,24,reviewed,us,us
2024-04-22T21:24:31.124Z,23.6968,121.6096,8.497,5.1,mwr,130,56,0.417,0.53,us,us6000mt21,2024-07-02T22:12:15.040Z,"31 km S of Hualien City, Taiwan",earthquake,5.74,3.76,0.078,16,reviewed,us,us
2024-04-22T21:26:22.109Z,23.7068,121.5604,10,4.6,mb,30,115,0.395,0.61,us,us6000muz7,2024-07-02T22:12:28.040Z,"30 km S of Hualien City, Taiwan",earthquake,2.51,1.911,0.126,19,reviewed,us,us
2024-04-22T21:31:38.398Z,23.777,121.6532,8.991,5.4,mww,209,35,0.503,0.67,us,us6000mt22,2024-10-09T09:49:08.640Z,"22 km SSE of Hualien City, Taiwan",earthquake,5.76,3.477,0.073,18,reviewed,us,us
2024-04-22T21:34:46.112Z,23.6898,121.5872,7.408,4.7,mb,36,89,0.398,0.76,us,us6000muz6,2024-07-02T22:12:23.040Z,"31 km S of Hualien City, Taiwan",earthquake,1.83,5.171,0.124,20,reviewed,us,us
2024-04-22T22:26:19.863Z,23.7554,121.4764,16.394,4,mwr,53,84,0.397,0.53,us,us6000mt2a,2024-07-02T22:12:54.040Z,"27 km SSW of Hualien City, Taiwan",earthquake,3.05,3.859,0.069,20,reviewed,us,us
2024-04-22T23:02:43.633Z,23.7163,121.557,9.425,4.5,mwr,81,73,0.401,0.58,us,us6000mt33,2024-07-02T22:12:30.040Z,"29 km S of Hualien City, Taiwan",earthquake,3.44,4.13,0.073,18,reviewed,us,us
2024-04-22T23:16:10.481Z,23.7435,121.5655,14.513,4.3,mb,20,107,0.427,1.14,us,us6000mzyu,2024-07-02T22:12:47.040Z,"26 km S of Hualien City, Taiwan",earthquake,2.96,5.143,0.201,7,reviewed,us,us
2024-04-22T23:17:08.570Z,23.9213,121.5707,9.607,4.2,mb,26,84,0.58,0.44,us,us6000muyh,2024-07-02T22:12:49.040Z,"7 km SSW of Hualien City, Taiwan",earthquake,1.69,5.338,0.136,15,reviewed,us,us
2024-04-22T23:35:39.546Z,23.8217,121.5739,13.451,4.4,mwr,53,79,0.497,0.5,us,us6000mt38,2024-07-02T22:12:36.040Z,"17 km S of Hualien City, Taiwan",earthquake,1.49,4.354,0.071,19,reviewed,us,us
2024-04-22T23:38:44.783Z,23.8423,121.6289,12.673,4.4,mb,41,83,0.541,0.77,us,us6000muyq,2024-07-02T22:12:39.040Z,"15 km S of Hualien City, Taiwan",earthquake,4.05,4.33,0.108,25,reviewed,us,us
2024-04-23T00:03:49.405Z,23.6965,121.6313,19.858,4.5,mb,52,86,0.431,0.87,us,us6000mt3e,2024-07-02T22:12:32.040Z,"31 km S of Hualien City, Taiwan",earthquake,3.5,3.768,0.086,40,reviewed,us,us
2024-04-23T00:04:05.246Z,23.7794,121.6664,12,5.8,mww,275,24,0.513,0.72,us,us6000mt3f,2024-10-09T09:43:10.185Z,"22 km SSE of Hualien City, Taiwan",earthquake,3.04,1.663,0.065,23,reviewed,us,us
2024-04-23T00:10:09.828Z,23.8754,121.5571,15.411,4.7,mb,44,82,0.537,0.62,us,us6000mv82,2024-07-02T22:12:23.040Z,"12 km SSW of Hualien City, Taiwan",earthquake,2.05,4.664,0.106,27,reviewed,us,us
2024-04-23T00:11:02.519Z,23.8813,121.6078,16.257,5,mb,89,70,0.564,0.49,us,us6000mt3i,2024-07-02T22:12:17.040Z,"10 km S of Hualien City, Taiwan",earthquake,3.91,4.102,0.072,62,reviewed,us,us
2024-04-23T00:15:33.560Z,23.8531,121.6688,15.046,4.8,mb,40,80,0.571,0.75,us,us6000mv8c,2024-07-02T22:12:21.040Z,"15 km SSE of Hualien City, Taiwan",earthquake,3.15,4.173,0.113,24,reviewed,us,us
2024-04-23T00:16:29.198Z,23.8561,121.5915,20.575,4.7,mb,53,94,0.535,0.87,us,us6000mv88,2024-07-02T22:12:24.040Z,"13 km S of Hualien City, Taiwan",earthquake,4.5,4.632,0.099,31,reviewed,us,us
2024-04-23T00:55:29.656Z,23.827,121.6141,10.162,4.4,mb,27,86,0.866,0.73,us,us6000mv8d,2024-07-02T22:12:39.040Z,"16 km S of Hualien City, Taiwan",earthquake,2.65,5.8,0.143,14,reviewed,us,us
2024-04-23T01:19:33.257Z,23.821,121.5965,12.455,4.2,mwr,58,71,0.507,0.73,us,us6000mt3t,2024-07-02T22:12:48.040Z,"17 km S of Hualien City, Taiwan",earthquake,2.91,2.44,0.089,12,reviewed,us,us
2024-04-23T01:22:43.489Z,23.844,121.5734,10,4.7,mb,83,70,0.516,0.59,us,us6000mt3z,2024-07-02T22:12:22.040Z,"15 km SSW of Hualien City, Taiwan",earthquake,3.01,1.841,0.073,57,reviewed,us,us
2024-04-23T01:45:45.763Z,23.7806,121.5963,10,4.9,mww,84,80,0.474,0.6,us,us6000mt3y,2024-07-02T22:12:18.040Z,"21 km S of Hualien City, Taiwan",earthquake,1.68,1.785,0.098,10,reviewed,us,us
2024-04-23T02:20:59.665Z,23.8243,121.6339,10,5.1,mww,93,63,0.529,0.71,us,us6000mt40,2024-07-02T22:12:15.040Z,"17 km S of Hualien City, Taiwan",earthquake,1.27,1.759,0.089,12,reviewed,us,us
2024-04-23T02:23:52.859Z,23.8775,121.5453,28.888,4.8,mb,41,84,0.534,0.72,us,us6000mv86,2024-07-02T22:12:21.040Z,"12 km SSW of Hualien City, Taiwan",earthquake,1.82,5.756,0.109,26,reviewed,us,us
2024-04-23T02:27:05.529Z,23.863,121.5598,13.519,4.5,mb,35,85,0.527,0.71,us,us6000mv8h,2024-07-02T22:12:34.040Z,"13 km SSW of Hualien City, Taiwan",earthquake,2.49,4.681,0.128,18,reviewed,us,us
2024-04-23T05:08:05.965Z,23.7311,121.6128,10,4.7,mb,36,88,0.444,1.06,us,us6000mt4m,2024-07-02T22:12:22.040Z,"27 km S of Hualien City, Taiwan",earthquake,4.88,1.895,0.087,40,reviewed,us,us
2024-04-23T11:13:42.106Z,23.8485,121.6244,11.202,4.2,mwr,50,79,0.544,0.5,us,us6000mv8n,2024-07-02T22:12:48.040Z,"14 km S of Hualien City, Taiwan",earthquake,3.45,5.509,0.078,16,reviewed,us,us
2024-04-23T12:40:51.678Z,23.7144,121.6564,10,4.2,mwr,70,38,0.46,0.76,us,us6000mt6n,2024-07-02T22:12:48.040Z,"29 km S of Hualien City, Taiwan",earthquake,4.61,1.874,0.083,14,reviewed,us,us
2024-04-23T16:02:21.045Z,24.0379,121.6973,7.397,4.5,mwr,132,44,0.694,0.62,us,us6000mt7l,2024-07-02T22:12:31.040Z,"11 km NE of Hualien City, Taiwan",earthquake,2.77,3.843,0.062,25,reviewed,us,us
2024-04-23T17:12:14.935Z,23.7521,121.5845,7.499,4,mwr,54,87,0.445,0.67,us,us6000mt8y,2024-07-02T22:12:54.040Z,"24 km S of Hualien City, Taiwan",earthquake,1.54,4.804,0.069,20,reviewed,us,us
2024-04-24T01:46:41.045Z,23.9263,121.7222,10,4.1,mb,21,77,0.659,0.97,us,us6000mtcd,2024-07-02T22:12:52.040Z,"13 km ESE of Hualien City, Taiwan",earthquake,2.21,1.889,0.174,9,reviewed,us,us
2024-04-24T01:53:56.456Z,23.946,121.6896,37.534,4.3,mb,48,84,0.658,0.66,us,us6000mtcg,2024-07-02T22:12:43.040Z,"9 km ESE of Hualien City, Taiwan",earthquake,3.31,8.411,0.102,27,reviewed,us,us
2024-04-24T03:28:24.863Z,23.6927,121.6318,10,4.3,mwr,36,86,0.429,0.77,us,us6000mtdh,2024-07-02T22:12:42.040Z,"31 km S of Hualien City, Taiwan",earthquake,2.32,1.336,0.089,12,reviewed,us,us
2024-04-24T05:01:20.398Z,24.2207,121.9379,10,4.6,mwr,52,78,0.68,0.62,us,us6000mte5,2024-07-02T22:12:25.040Z,"43 km NE of Hualien City, Taiwan",earthquake,3.04,1.845,0.066,22,reviewed,us,us
2024-04-24T07:30:53.251Z,23.7499,121.5972,15.421,4.9,mb,58,45,0.45,0.88,us,us6000mtey,2024-07-02T22:12:18.040Z,"25 km S of Hualien City, Taiwan",earthquake,3.93,4.062,0.057,96,reviewed,us,us
2024-04-24T16:59:57.074Z,23.9321,122.3632,25.284,4.6,mwr,83,90,0.796,0.75,us,us6000mthi,2024-07-02T22:12:25.040Z,"77 km E of Hualien City, Taiwan",earthquake,3.59,4.903,0.063,24,reviewed,us,us
2024-04-24T17:06:49.644Z,23.9331,122.3285,29.786,4.3,mb,27,60,0.819,0.52,us,us6000mvt9,2024-07-02T22:12:45.040Z,"73 km E of Hualien City, Taiwan",earthquake,1.96,5.549,0.177,9,reviewed,us,us
2024-04-24T18:11:56.126Z,23.9696,122.2944,35.376,5.1,mww,178,50,0.821,0.7,us,us6000mthz,2024-07-02T22:12:15.040Z,"70 km E of Hualien City, Taiwan",earthquake,1.75,4.403,0.066,22,reviewed,us,us
2024-04-24T18:12:16.908Z,24.0007,122.2704,27.095,5.3,mb,98,70,0.82,0.93,us,us6000mvti,2024-07-02T22:12:13.040Z,"67 km E of Hualien City, Taiwan",earthquake,6.36,2.538,0.065,79,reviewed,us,us
2024-04-24T19:19:33.585Z,23.9458,122.2905,19.123,4.2,mb,35,149,0.838,0.57,us,us6000mvtf,2024-07-02T22:12:50.040Z,"69 km E of Hualien City, Taiwan",earthquake,2.71,4.597,0.147,13,reviewed,us,us
2024-04-24T23:53:33.982Z,23.8965,121.6256,13.362,4,mwr,43,84,0.585,0.56,us,us6000mtkp,2024-07-02T22:12:55.040Z,"9 km SSE of Hualien City, Taiwan",earthquake,1.76,4.247,0.066,22,reviewed,us,us
2024-04-25T00:19:12.973Z,23.6536,121.6402,10.888,4.6,mb,66,47,0.408,0.8,us,us6000mtkr,2024-07-02T22:12:26.040Z,"35 km S of Hualien City, Taiwan",earthquake,2.53,4.256,0.087,40,reviewed,us,us
2024-04-25T00:48:19.664Z,23.6549,121.6154,23.538,4.2,mb,16,137,0.392,1,us,us6000mw02,2024-07-02T22:12:50.040Z,"35 km S of Hualien City, Taiwan",earthquake,3.15,5.834,0.235,5,reviewed,us,us
2024-04-25T01:23:20.163Z,23.8115,121.6576,10,4.2,mwr,96,80,0.532,0.64,us,us6000mtl2,2024-07-02T22:12:48.040Z,"19 km SSE of Hualien City, Taiwan",earthquake,3.03,1.808,0.093,11,reviewed,us,us
2024-04-25T09:03:31.890Z,23.8904,121.7748,27.492,4.3,mb,38,49,0.661,0.6,us,us6000mw0l,2024-07-02T22:12:46.040Z,"19 km ESE of Hualien City, Taiwan",earthquake,2.36,5.417,0.129,17,reviewed,us,us
2024-04-26T12:28:12.818Z,23.7816,121.5626,10,4.6,mwr,54,81,0.458,1.08,us,us6000mu01,2024-07-02T22:12:25.040Z,"22 km S of Hualien City, Taiwan",earthquake,3.26,1.858,0.078,16,reviewed,us,us
2024-04-26T18:21:23.639Z,24.1531,121.6724,37.767,5.7,mww,259,22,0.581,0.54,us,us6000mu3y,2024-10-09T09:25:18.674Z,"20 km NNE of Hualien City, Taiwan",earthquake,3.55,3.34,0.05,38,reviewed,us,us
2024-04-26T18:45:04.404Z,24.1703,121.644,37.936,4.3,mb,88,48,0.554,0.59,us,us6000mu4e,2024-07-02T22:12:43.040Z,"21 km N of Hualien City, Taiwan",earthquake,3.29,7.126,0.07,65,reviewed,us,us
2024-04-26T18:49:29.534Z,24.2394,121.6724,40.475,5.2,mww,252,21,0.506,0.76,us,us6000mu45,2024-07-02T22:12:13.040Z,"29 km NNE of Hualien City, Taiwan",earthquake,3.43,3.036,0.063,24,reviewed,us,us
2024-04-26T19:13:27.955Z,24.1588,121.6576,37.109,4.4,mwr,110,33,0.57,0.56,us,us6000mu4c,2024-07-02T22:12:36.040Z,"20 km NNE of Hualien City, Taiwan",earthquake,3.27,5.619,0.06,27,reviewed,us,us
2024-04-26T20:08:15.447Z,24.0607,122.0059,24.687,4.5,mwr,83,75,0.835,0.62,us,us6000mu4m,2024-07-02T22:12:31.040Z,"41 km ENE of Hualien City, Taiwan",earthquake,1.03,4.752,0.062,25,reviewed,us,us
2024-04-27T01:06:26.880Z,24.1699,121.6816,21.52,4.3,mb,44,78,0.57,0.68,us,us6000mu5v,2024-07-02T22:12:43.040Z,"22 km NNE of Hualien City, Taiwan",earthquake,2.28,5.451,0.109,24,reviewed,us,us
2024-04-28T08:13:49.168Z,24.2036,121.6777,35.668,4.1,mwr,37,62,0.539,0.56,us,us6000mukh,2024-07-02T22:12:52.040Z,"26 km NNE of Hualien City, Taiwan",earthquake,3.66,6.571,0.063,24,reviewed,us,us
2024-04-28T17:40:21.212Z,24.1161,121.6919,39.701,4.4,mwr,49,73,0.622,0.66,us,us6000muph,2024-07-02T22:12:37.040Z,"17 km NNE of Hualien City, Taiwan",earthquake,2.5,6.271,0.06,27,reviewed,us,us
2024-04-29T16:21:46.288Z,24.0661,121.6656,24.534,4.2,mwr,63,78,0.656,0.79,us,us6000muxm,2024-07-15T03:58:54.040Z,"11 km NNE of Hualien City, Taiwan",earthquake,3.17,4.627,0.06,27,reviewed,us,us
2024-04-30T04:07:48.359Z,24.1504,121.6864,37.744,4.4,mb,40,79,0.589,0.69,us,us6000mx6d,2024-07-15T03:58:49.040Z,"20 km NNE of Hualien City, Taiwan",earthquake,3.05,8.597,0.107,25,reviewed,us,us
2024-04-30T09:35:30.575Z,23.7767,121.258,6.764,4.1,mwr,54,71,0.279,0.52,us,us6000mv5m,2024-07-15T03:58:47.040Z,"36 km SE of Puli, Taiwan",earthquake,4.77,4.993,0.086,13,reviewed,us,us
2024-04-30T13:58:06.406Z,23.7022,121.525,16.961,4.7,mb,39,88,0.373,0.67,us,us6000mx74,2024-07-15T03:58:45.040Z,"31 km SSW of Hualien City, Taiwan",earthquake,2.96,4.414,0.114,25,reviewed,us,us
